iter	Passed	Remaining
317	1204	2582
318	1205	2573
319	1207	2566
320	1213	2567
321	1235	2600
322	1236	2590
323	1236	2580
324	1246	2588
325	1264	2615
326	1265	2604
327	1277	2618
328	1281	2613
329	1296	2633
330	1301	2630
331	1301	2619
332	1319	2643
333	1323	2639
334	1332	2644
335	1340	2648
336	1341	2638
337	1362	2668
338	1367	2667
339	1368	2656
340	1369	2646
341	1380	2655
342	1385	2654
343	1390	2651
344	1391	2641
345	1401	2649
346	1406	2646
347	1414	2650
348	1415	2640
349	1415	2629
350	1416	2619
351	1417	2609
352	1418	2600
353	1430	2610
354	1454	2641
355	1456	2633
356	1464	2637
357	1468	2633
358	1471	2627
359	1472	2618
360	1473	2608
361	1474	2598
362	1496	2626
363	1501	2623
364	1503	2615
365	1505	2607
366	1505	2597
367	1507	2588
368	1507	2578
369	1509	2569
370	1511	2562
371	1516	2560
372	1519	2554
373	1524	2551
374	1526	2544
375	1527	2535
376	1528	2525
377	1529	2516
378	1530	2507
379	1534	2503
380	1539	2501
381	1542	2495
382	1543	2486
383	1544	2476
384	1545	2468
385	1546	2459
386	1547	2450
387	1548	2441
388	1549	2433
389	1559	2439
390	1561	2431
391	1561	2422
392	1562	2413
393	1563	2404
394	1573	2410
395	1574	2401
396	1575	2393
397	1576	2384
398	1577	2375
399	1577	2366
400	1594	2381
401	1610	2395
402	1613	2389
403	1613	2380
404	1624	2387
405	1629	2383
406	1632	2378
407	1632	2369
408	1633	2360
409	1647	2370
410	1667	2389
411	1667	2380
412	1670	2374
413	1686	2387
414	1688	2380
415	1690	2373
416	1693	2367
417	1694	2359
418	1698	2355
419	1699	2347
420	1703	2343
421	1705	2335
422	1708	2330
423	1713	2327
424	1715	2320
425	1717	2314
426	1719	2307
427	1721	2300
428	1726	2298
429	1729	2292
430	1730	2285
431	1734	2280
432	1736	2273
433	1737	2266
434	1739	2259
435	1742	2253
436	1755	2261
437	1757	2255
438	1774	2268
439	1779	2264
440	1791	2271
441	1794	2266
442	1796	2258
443	1797	2251
444	1798	2243
445	1804	2240
446	1804	2233
447	1806	2225
448	1807	2217
449	1807	2209
450	1808	2202
451	1810	2194
452	1811	2186
453	1811	2178
454	1814	2174
455	1815	2166
456	1816	2158
457	1817	2151
458	1818	2143
459	1819	2136
460	1821	2130
461	1823	2123
462	1823	2115
463	1825	2108
464	1831	2107
465	1832	2099
466	1833	2092
467	1835	2086
468	1836	2079
469	1837	2071
470	1837	2064
471	1839	2057
472	1839	2049
473	1840	2042
474	1841	2034
475	1842	2028
476	1843	2020
477	1843	2013
478	1844	2006
479	1845	1999
480	1846	1992
481	1847	1985
482	1848	1978
483	1848	1970
484	1849	1963
485	1853	1959
486	1853	1952
487	1858	1949
488	1859	1942
489	1860	1936
490	1861	1929
491	1862	1922
492	1862	1915
493	1863	1908
494	1864	1902
495	1873	1903
496	1874	1896
497	1874	1889
498	1875	1883
499	1876	1876
500	1877	1869
501	1877	1862
502	1878	1856
503	1879	1849
504	1879	1842
505	1880	1836
506	1884	1832
507	1885	1825
508	1885	1819
509	1886	1812
510	1887	1806
511	1888	1799
512	1888	1793
513	1889	1786
514	1890	1780
515	1891	1773
516	1891	1767
517	1892	1760
518	1893	1754
519	1893	1748
520	1894	1741
521	1895	1735
522	1908	1740
523	1912	1737
524	1922	1739
525	1924	1734
526	1925	1728
527	1926	1722
528	1928	1716
529	1928	1710
530	1929	1704
531	1931	1699
532	1932	1693
533	1935	1688
534	1937	1683
535	1938	1678
536	1939	1671
537	1939	1665
538	1940	1660
539	1941	1653
540	1942	1647
541	1943	1642
542	1947	1638
543	1947	1632
544	1948	1626
545	1949	1621
546	1950	1615
547	1951	1609
548	1952	1604
549	1953	1598
550	1954	1592
551	1962	1592
552	1963	1586
553	1964	1581
554	1969	1578
555	1975	1577
556	1978	1573
557	1979	1568
558	1980	1562
559	1980	1556
560	1981	1550
561	1982	1545
562	1983	1539
563	1984	1534
564	1985	1528
565	1989	1525
566	1990	1520
567	1991	1514
568	1993	1509
569	1994	1504
570	1995	1498
571	1996	1493
572	1997	1488
573	1998	1483
574	1999	1477
575	1999	1472
576	2004	1469
577	2005	1464
578	2006	1459
579	2007	1453
580	2008	1448
581	2008	1442
582	2009	1437
583	2011	1432
584	2012	1427
585	2013	1422
586	2014	1417
587	2015	1412
588	2016	1407
589	2020	1403
590	2020	1398
591	2021	1393
592	2022	1388
593	2023	1383
594	2026	1379
595	2027	1374
596	2027	1368
597	2028	1363
598	2030	1359
599	2031	1354
600	2046	1358
601	2046	1353
602	2047	1347
603	2056	1348
604	2056	1342
605	2059	1338
606	2059	1333
607	2060	1328
608	2061	1323
609	2062	1318
610	2067	1316
611	2068	1311
612	2068	1306
613	2069	1301
614	2070	1295
615	2070	1290
616	2071	1285
617	2073	1281
618	2074	1276
619	2074	1271
620	2075	1266
621	2076	1261
622	2076	1256
623	2077	1251
624	2078	1246
625	2078	1241
626	2083	1239
627	2083	1234
628	2088	1231
629	2089	1227
630	2090	1222
631	2091	1217
632	2092	1213
633	2092	1208
634	2093	1203
635	2100	1202
636	2101	1197
637	2102	1192
638	2102	1188
639	2103	1183
640	2104	1178
641	2105	1174
642	2106	1169
643	2107	1164
644	2107	1160
645	2108	1155
646	2115	1154
647	2116	1149
648	2117	1145
649	2143	1154
650	2149	1152
651	2151	1148
652	2152	1143
653	2153	1139
654	2154	1134
655	2154	1129
656	2155	1125
657	2157	1121
658	2158	1116
659	2159	1112
660	2160	1107
661	2160	1103
662	2161	1098
663	2162	1094
664	2163	1089
665	2163	1085
666	2164	1080
667	2165	1076
668	2178	1078
669	2180	1074
670	2181	1069
671	2182	1065
672	2183	1061
673	2184	1056
674	2185	1052
675	2186	1047
676	2187	1043
677	2188	1039
678	2192	1036
679	2204	1037
680	2210	1035
681	2211	1031
682	2213	1027
683	2214	1023
684	2215	1018
685	2216	1014
686	2217	1010
687	2217	1005
688	2219	1001
689	2220	997
690	2221	993
691	2223	989
692	2224	985
693	2225	981
694	2226	976
695	2226	972
696	2228	968
697	2229	964
698	2229	960
699	2230	955
700	2231	951
701	2232	947
702	2232	943
703	2233	939
704	2234	934
705	2234	930
706	2236	926
707	2240	924
708	2242	920
709	2243	916
710	2244	912
711	2245	908
712	2246	904
713	2247	900
714	2248	896
715	2248	892
716	2249	887
717	2250	883
718	2255	881
719	2256	877
720	2257	873
721	2257	869
722	2258	865
723	2259	861
724	2260	857
725	2261	853
726	2262	849
727	2263	845
728	2263	841
729	2276	841
730	2277	838
731	2279	834
732	2280	830
733	2281	826
734	2281	822
735	2282	818
736	2296	819
737	2297	815
738	2299	811
739	2299	808
740	2300	804
741	2301	800
742	2302	796
743	2302	792
744	2303	788
745	2304	784
746	2305	780
747	2309	778
748	2310	774
749	2311	770
750	2312	766
751	2313	763
752	2319	760
753	2321	757
754	2321	753
755	2324	750
756	2326	746
757	2328	743
758	2329	739
759	2330	735
760	2331	732
761	2335	729
762	2338	726
763	2342	723
764	2343	719
765	2345	716
766	2347	713
767	2350	709
768	2351	706
769	2353	703
770	2354	699
771	2357	696
772	2360	693
773	2363	690
774	2364	686
775	2366	683
776	2368	679
777	2369	676
778	2370	672
779	2371	668
780	2379	667
781	2386	665
782	2396	664
783	2399	661
784	2401	657
785	2406	655
786	2407	651
787	2410	648
788	2410	644
789	2412	641
790	2413	637
791	2414	634
792	2415	630
793	2416	626
794	2417	623
795	2418	619
796	2418	616
797	2420	612
798	2420	609
799	2421	605
800	2422	601
801	2422	598
802	2426	595
803	2428	592
804	2433	589
805	2434	585
806	2435	582
807	2435	578
808	2437	575
809	2438	571
810	2438	568
811	2439	564
812	2440	561
813	2440	557
814	2442	554
815	2442	550
816	2443	547
817	2444	543
818	2444	540
819	2445	536
820	2445	533
821	2446	529
822	2447	526
823	2448	522
824	2449	519
825	2449	516
826	2450	512
827	2450	509
828	2451	505
829	2452	502
830	2453	498
831	2457	496
832	2458	492
833	2459	489
834	2460	486
835	2461	482
836	2462	479
837	2462	476
838	2463	472
839	2464	469
840	2464	466
841	2465	462
842	2466	459
843	2467	456
844	2468	452
845	2469	449
846	2469	446
847	2471	442
848	2471	439
849	2472	436
850	2472	432
851	2473	429
852	2475	426
853	2476	423
854	2476	420
855	2477	416
856	2478	413
857	2478	410
858	2479	407
859	2480	403
860	2481	400
861	2482	397
862	2483	394
863	2483	390
864	2487	388
865	2488	385
866	2490	382
867	2491	378
868	2492	375
869	2493	372
870	2494	369
871	2495	366
872	2496	363
873	2496	359
874	2497	356
875	2499	353
876	2500	350
877	2501	347
878	2501	344
879	2502	341
880	2504	338
881	2505	335
882	2505	332
883	2506	328
884	2507	325
885	2507	322
886	2508	319
887	2509	316
888	2510	313
889	2510	310
890	2511	307
891	2512	304
892	2513	301
893	2513	298
894	2514	295
895	2515	291
896	2519	289
897	2520	286
898	2521	283
899	2522	280
900	2523	277
901	2523	274
902	2524	271
903	2525	268
904	2526	265
905	2527	262
906	2528	259
907	2529	256
908	2530	253
909	2531	250
910	2532	247
911	2533	244
912	2533	241
913	2534	238
914	2536	235
915	2537	232
916	2537	229
917	2539	226
918	2540	223
919	2541	221
920	2542	218
921	2543	215
922	2544	212
923	2545	209
924	2546	206
925	2547	203
926	2548	200
927	2549	197
928	2550	194
929	2551	192
930	2552	189
931	2554	186
932	2555	183
933	2556	180
934	2557	177
935	2557	174
936	2558	172
937	2559	169
938	2560	166
939	2561	163
940	2561	160
941	2562	157
942	2563	154
943	2564	152
944	2565	149
945	2566	146
946	2567	143
947	2568	140
948	2569	138
949	2570	135
950	2571	132
951	2571	129
952	2572	126
953	2574	124
954	2574	121
955	2575	118
956	2576	115
957	2577	112
958	2584	110
959	2587	107
960	2587	105
961	2588	102
962	2589	99
963	2590	96
964	2590	93
965	2591	91
966	2591	88
967	2593	85
968	2593	82
969	2594	80
970	2595	77
971	2596	74
972	2596	72
973	2597	69
974	2598	66
975	2599	63
976	2599	61
977	2600	58
978	2602	55
979	2603	53
980	2604	50
981	2605	47
982	2606	45
983	2607	42
984	2607	39
985	2609	37
986	2610	34
987	2614	31
988	2615	29
989	2617	26
990	2618	23
991	2618	21
992	2619	18
993	2620	15
994	2623	13
995	2623	10
996	2624	7
997	2625	5
998	2626	2
999	2627	0
